set_code;set_name;set_rarity;set_price;release_date;region;language
MGED-EN009;Maximum Gold: El Dorado;Premium Gold Rare;0;;;
RA03-EN212;Quarter Century Bonanza;Platinum Secret Rare;0;;;
RA04-EN003;Quarter Century Stampede;Quarter Century Secret Rare;0;;;
SR02-EN009;Rise of the True Dragons Structure Deck;Common;0;;;
JUMP-EN030;Shonen Jump February 2009 subscription bonus;Ultra Rare;82.31;;;
SDAZ-EN007;Structure Deck: Albaz Strike;Common;0.89;;;
LEDU-EN004;Legendary Duelists;Ultra Rare;14.94;;;
LDS1-EN021;Legendary Duelists: Season 1;Secret Rare;0;;;
RA01-EN038;25th Anniversary Rarity Collection;Super Rare;0;;;
CORE-EN054;Clash of Rebellions;Ghost Rare;0;;;
LDK2-ENJ41;Legendary Decks II;Ultra Rare;4.87;;;
LDS1-EN015;Legendary Duelists: Season 1;Ultra Rare;0;;;
PGL3-EN078;Premium Gold: Infinite Gold;Gold Rare;0;;;
BROL-EN067;Brothers of Legend;Ultra Rare;1.91;;;
CORE-EN059;Clash of Rebellions;Super Rare;0;;;
LDK2-ENJ24;Legendary Decks II;Common;3.09;;;
LEDU-EN006;Legendary Duelists;Common;0;;;
LDS1-EN017;Legendary Duelists: Season 1;Common;0;;;
INOV-EN060;Invasion: Vengeance;Rare;0;;;
LDS1-EN019;Legendary Duelists: Season 1;Common;0;;;
RA03-EN061;Quarter Century Bonanza;Collector's Rare;0;;;
ALIN-EN025;Alliance Insight;Super Rare;0;;;
BOSH-EN095;Breakers of Shadow;Super Rare;0;;;
LDK2-ENJ04;Legendary Decks II;Common;1.54;;;
LEDU-EN005;Legendary Duelists;Common;0;;;
LDS1-EN009;Legendary Duelists: Season 1;Common;0;;;
LEDU-EN003;Legendary Duelists;Ultra Rare;15.34;;;
LDS1-EN014;Legendary Duelists: Season 1;Secret Rare;0;;;
MP24-EN260;25th Anniversary Tin: Dueling Mirrors;Ultra Rare;0;;;
MAZE-EN012;Maze of Memories;Rare;0;;;
DRL2-EN020;Dragons of Legend 2;Super Rare;2.22;;;
DLCS-EN071;Dragons of Legend: The Complete Series;Common;1.78;;;
LDK2-ENJ35;Legendary Decks II;Common;1.84;;;
SGX3-ENB19;Speed Duel GX: Duelists of Shadows;Common;0;;;
SS02-ENB19;Speed Duel Starter Decks: Duelists of Tomorrow;Common;1.62;;;
LDS1-EN066;Legendary Duelists: Season 1;Common;0;;;
SHVI-EN036;Shining Victories;Super Rare;0;;;
DRL2-EN017;Dragons of Legend 2;Super Rare;1.69;;;
DLCS-EN068;Dragons of Legend: The Complete Series;Common;1.18;;;
DRL3-EN069;Dragons of Legend: Unleashed;Ultra Rare;0;;;
ANPR-ENSE2;Ancient Prophecy: Special Edition;Super Rare;7.79;;;
AP08-EN019;Astral Pack Eight;Common;0;;;
LCJW-EN049;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
LDS1-EN005;Legendary Duelists: Season 1;Common;0;;;
SR02-EN010;Rise of the True Dragons Structure Deck;Common;0;;;
SGX3-ENB06;Speed Duel GX: Duelists of Shadows;Common;0;;;
GX06-EN002;Yu-Gi-Oh! GX Tag Force 3 promotional cards;Super Rare;53.57;;;
LCJW-EN206;Legendary Collection 4: Joey's World Mega Pack;Rare;0;;;
SR07-EN005;Structure Deck: Zombie Horde;Common;0;;;
SDZW-EN001;Zombie World Structure Deck;Ultra Rare;0;;;
MP23-EN083;25th Anniversary Tin: Dueling Heroes Mega Pack;Prismatic Secret Rare;0;;;
DIFO-EN039;Dimension Force;Ultra Rare;0;;;
GFP2-EN133;Ghosts From the Past: The 2nd Haunting;Ultra Rare;1.32;;;
SR07-EN041;Structure Deck: Zombie Horde;Ultra Rare;3.88;;;
GAOV-EN038;Galactic Overlord;Common;0;;;
GFP2-EN092;Ghosts From the Past: The 2nd Haunting;Ultra Rare;1.13;;;
IGAS-EN086;Ignition Assault;Ultra Rare;0;;;
MP21-EN154;2021 Tin of Ancient Battles;Common;1;;;
ROTD-EN078;Rise of the Duelist;Super Rare;0;;;
CT10-EN003;2013 Collectible Tins Wave 2;Secret Rare;4.79;;;
BLMM-EN117;Battles of Legend: Monster Mayhem;Ultra Rare;0;;;
LTGY-EN038;Lord of the Tachyon Galaxy;Rare;0;;;
OP25-EN016;OTS Tournament Pack 25;Common;0;;;
RA03-EN008;Quarter Century Bonanza;Collector's Rare;0;;;
STBL-EN003;Starstrike Blast;Common;0;;;
DT01-EN064;Duel Terminal 1;Duel Terminal Normal Parallel Rare;0;;;
GLD3-EN030;Gold Series 3;Common;0;;;
SDRE-EN020;Realm of the Sea Emperor Structure Deck;Common;2.13;;;
MP21-EN244;2021 Tin of Ancient Battles;Ultra Rare;0;;;
SDSH-EN002;Structure Deck: Shaddoll Showdown;Super Rare;1.67;;;
DT06-EN027;Duel Terminal 6a;Duel Terminal Normal Parallel Rare;0;;;
HA06-EN012;Hidden Arsenal 6: Omega Xyz;Super Rare;0;;;
CP01-EN009;Champion Pack: Game One;Rare;0;;;
SDCR-EN016;Cyber Dragon Revolution Structure Deck;Common;0;;;
DCR-012;Dark Crisis;Ultra Rare;10.47;;;
DCR-EN012;Dark Crisis;Ultra Rare;0.00;;;
DR1-EN174;Dark Revelation Volume 1;Super Rare;0;;;
SBC1-ENE04;Speed Duel: Streets of Battle City;Common;0;;;
TU02-EN017;Turbo Pack: Booster Two;Common;0;;;
SR08-EN002;Structure Deck: Order of the Spellcasters;Super Rare;1.26;;;
LEDE-EN009;Legacy of Destruction;Common;0;;;
AST-079;Ancient Sanctuary;Common;1.13;;;
DR2-EN192;Dark Revelation Volume 2;Common;0;;;
GLD1-EN018;Gold Series;Common;0;;;
GLD5-EN016;Gold Series: Haunted Mine;Common;0;;;
LCJW-EN197;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
SBCB-EN177;Speed Duel: Battle City Box;Common;1.23;;;
SD2-EN012;Structure Deck: Zombie Madness;Common;1.09;;;
SDZW-EN012;Zombie World Structure Deck;Common;0;;;
PTDN-EN005;Phantom Darkness;Common;0;;;
ALIN-EN059;Alliance Insight;Quarter Century Secret Rare;0;;;
ALIN-EN016;Alliance Insight;Quarter Century Secret Rare;0;;;
ALIN-EN074;Alliance Insight;Common;0;;;
ALIN-EN060;Alliance Insight;Super Rare;0;;;
ALIN-EN015;Alliance Insight;Common;0;;;
ALIN-EN017;Alliance Insight;Quarter Century Secret Rare;0;;;
ALIN-EN014;Alliance Insight;Quarter Century Secret Rare;0;;;
ALIN-EN013;Alliance Insight;Common;0;;;
SDOK-EN037;Onslaught of the Fire Kings Structure Deck;Common;1.13;;;
TF04-EN003;Yu-Gi-Oh! 5D's Tag Force 4 promotional cards;Super Rare;6.33;;;
SOVR-EN007;Stardust Overdrive;Common;0;;;
ALIN-EN006;Alliance Insight;Common;0;;;
SR13-EN001;Structure Deck: Dark World;Ultra Rare;0;;;
SDGU-EN014;Gates of the Underworld Structure Deck;Common;2.24;;;
SGX3-ENI14;Speed Duel GX: Duelists of Shadows;Common;0;;;
STON-EN017;Strike of Neos;Ultimate Rare;0;;;
SR13-EN004;Structure Deck: Dark World;Common;0;;;
MP24-EN360;25th Anniversary Tin: Dueling Mirrors;Common;0;;;
CYAC-EN098;Cyberstorm Access;Super Rare;0;;;
ROTA-EN049;Rage of the Abyss;Common;0;;;
ANPR-EN064;Ancient Prophecy;Rare;0;;;
DP09-EN027;Duelist Pack: Yusei 2;Common;0;;;
OP15-PT032;OTS Tournament Pack 15 (POR);Common;0;;;
YS11-EN040;Starter Deck: Dawn of the Xyz;Common;0;;;
MP24-EN354;25th Anniversary Tin: Dueling Mirrors;Common;0;;;
CYAC-EN075;Cyberstorm Access;Common;0;;;
MZMI-EN079;Maze of Millennia;Rare;0;;;
RGBT-EN029;Raging Battle;Super Rare;0;;;
YS11-EN031;Starter Deck: Dawn of the Xyz;Common;0;;;
RA01-EN051;25th Anniversary Rarity Collection;Super Rare;0;;;
AMDE-EN039;Amazing Defenders;Rare;0;;;
DB2-EN147;Dark Beginning 2;Rare;2.02;;;
DASA-EN053;Dark Saviors;Super Rare;1.9;;;
GLD1-EN032;Gold Series;Gold Rare;0;;;
SDHS-EN032;HERO Strike Structure Deck;Common;0;;;
HL06-EN004;Hobby League 6 participation card D;Ultra Parallel Rare;30.3;;;
KICO-EN051;King's Court;Collector's Rare;0;;;
LOD-028;Legacy of Darkness;Super Rare;10.26;;;
LOD-EN028;Legacy of Darkness;Super Rare;0.00;;;
LCYW-EN173;Legendary Collection 3: Yugi's World Mega Pack;Super Rare;0;;;
LCJW-EN286;Legendary Collection 4: Joey's World Mega Pack;Ultra Rare;0;;;
LEDD-ENA27;Legendary Dragon Decks;Common;1.5;;;
LEHD-ENC18;Legendary Hero Decks;Common;1.19;;;
MAMA-EN108;Magnificent Mavens;Ultra Rare (Pharaoh's Rare);0;;;
MAGO-EN046;Maximum Gold;Premium Gold Rare;0;;;
NKRT-EN026;Noble Knights of the Round Table Box Set;Platinum Rare;5.85;;;
PGLD-EN058;Premium Gold;Gold Rare;2.06;;;
SR02-EN031;Rise of the True Dragons Structure Deck;Common;0;;;
SDWA-EN025;Samurai Warlords Structure Deck;Common;1.5;;;
YS14-ENA09;Space-Time Showdown Power-Up Pack;Common;0;;;
SGX1-ENA14;Speed Duel GX: Duel Academy Box;Common;0;;;
SGX1-ENB11;Speed Duel GX: Duel Academy Box;Common;0;;;
SGX3-END11;Speed Duel GX: Duelists of Shadows;Common;0;;;
SBCB-EN160;Speed Duel: Battle City Box;Common;1.22;;;
SBC1-ENB14;Speed Duel: Streets of Battle City;Common;0;;;
5DS3-EN022;Starter Deck: Duelist Toolbox;Common;1.41;;;
YS12-EN027;Starter Deck: Xyz Symphony;Common;1.23;;;
SD5-EN024;Structure Deck: Warrior's Triumph;Common;1.39;;;
YS13-EN029;Super Starter: V for Victory;Common;0;;;
SDSE-EN028;Synchron Extreme Structure Deck;Common;1.22;;;
SDDE-EN022;The Dark Emperor Structure Deck;Common;1.26;;;
SDWS-EN025;Warriors' Strike Structure Deck;Common;0;;;
WIRA-EN052;Wing Raiders;Common;0;;;
MP22-EN051;2022 Tin of the Pharaoh's Gods;Ultra Rare;0;;;
BLVO-EN088;Blazing Vortex;Common;0;;;
DTP1-EN019;Duel Terminal - Preview Wave 1;Duel Terminal Normal Parallel Rare;0;;;
DT01-EN049;Duel Terminal 1;Duel Terminal Normal Parallel Rare;0;;;
DEM6-EN019;Speed Duel Demo Deck 2020;Common;0.00;;;
SS03-ENA26;Speed Duel Starter Decks: Ultimate Predators;Common;1.12;;;
SBTK-ENSP5;Speed Duel: Trials of the Kingdom Sneak Peek participation cards;Common;4.49;;;
YSD-EN032;Starter Deck 2006;Common;0;;;
SDJ-044;Starter Deck: Joey;Common;1.7;;;
SDK-038;Starter Deck: Kaiba;Common;1.86;;;
SDK-E035;Starter Deck: Kaiba;Common;5.2;;;
SDP-042;Starter Deck: Pegasus;Common;1.66;;;
SDY-031;Starter Deck: Yugi;Common;1.68;;;
SDY-E029;Starter Deck: Yugi;Common;3.7;;;
MP16-EN225;2016 Mega-Tin Mega Pack;Rare;0;;;
BOSH-EN071;Breakers of Shadow;Rare;0;;;
DPDG-EN033;Duelist Pack: Dimensional Guardians;Common;0;;;
ANPR-EN060;Ancient Prophecy;Short Print;0;;;
DT07-EN094;Duel Terminal 7b;Duel Terminal Normal Parallel Rare;0;;;
MYFI-EN055;Mystic Fighters;Super Rare;1.25;;;
SDOK-EN024;Onslaught of the Fire Kings Structure Deck;Common;1.45;;;
PGL2-EN053;Premium Gold: Return of the Bling;Gold Rare;0;;;
SR14-EN028;Structure Deck: Fire Kings;Common;0;;;
TU03-EN004;Turbo Pack: Booster Three;Super Rare;0;;;
LEDE-EN094;Legacy of Destruction;Super Rare;0;;;
DRLG-EN008;Dragons of Legend;Super Rare;1.41;;;
DLCS-EN010;Dragons of Legend: The Complete Series;Common;1.05;;;
DRL3-EN048;Dragons of Legend: Unleashed;Ultra Rare;0;;;
ROTA-EN086;Rage of the Abyss;Common;0;;;
GLAS-EN068;Gladiator's Assault;Common;0;;;
DR3-EN164;Dark Revelation Volume 3;Common;0;;;
FET-EN044;Flaming Eternity;Common;0;;;
LCJW-EN069;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
SBSC-EN010;Speed Duel: Scars of Battle;Common;1.2;;;
SD5-EN032;Structure Deck: Warrior's Triumph;Common;1.46;;;
ANPR-EN045;Ancient Prophecy;Common;0;;;
DP09-EN019;Duelist Pack: Yusei 2;Common;0;;;
NKRT-EN029;Noble Knights of the Round Table Box Set;Platinum Rare;2.47;;;
WGRT-EN077;War of the Giants Reinforcements;Super Rare;3.04;;;
BPW2-EN077;War of the Giants: Round 2;Super Rare;1.51;;;
LVAL-EN071;Legacy of the Valiant;Common;0;;;
DLG1-EN094;Dark Legends;Ultra Rare;6.16;;;
SDDL-EN032;Dragunity Legion Structure Deck;Common;0;;;
LCJW-EN137;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
JUMP-EN021;Limited Edition 1;Ultra Rare;7.25;;;
RP01-EN093;Retro Pack;Secret Rare;366.66;;;
INOV-ENSE2;Invasion: Vengeance: Special Edition;Super Rare;2.34;;;
SR06-EN021;Structure Deck: Lair of Darkness;Common;0;;;
JUMP-EN076;Weekly Shonen Jump April 2016 membership promotional card;Ultra Rare;6.67;;;
AC19-EN013;Yu-Gi-Oh! Advent Calendar (2019);Super Rare;3.31;;;
DB1-EN015;Dark Beginning 1;Super Rare;0;;;
DLG1-EN055;Dark Legends;Super Rare;15.4;;;
LCYW-EN113;Legendary Collection 3: Yugi's World Mega Pack;Rare;0;;;
LED2-EN000;Legendary Duelists: Ancient Millennium;Common;0;;;
LDS1-EN047;Legendary Duelists: Season 1;Common;0;;;
MRL-029;Magic Ruler;Ultra Rare;8.77;;;
MRL-E029;Magic Ruler;Ultra Rare;0.00;;;
MC1-EN003;Master Collection Volume 1;Secret Rare;7.93;;;
MIL1-EN008;Millennium Pack;Common;1.47;;;
RP01-EN054;Retro Pack;Ultra Rare;138.11;;;
SS01-ENC08;Speed Duel Starter Decks: Destiny Masters;Common;1.52;;;
SS04-ENB17;Speed Duel Starter Decks: Match of the Millennium;Common;1.7;;;
STP1-EN010;Speed Duel Tournament Pack 1;Ultra Rare;0;;;
SRL-029;Spell Ruler;Ultra Rare;13.16;;;
SRL-EN029;Spell Ruler;Ultra Rare;20;;;
SDP-001;Starter Deck: Pegasus;Ultra Rare;4.05;;;
MP24-EN007;25th Anniversary Tin: Dueling Mirrors;Quarter Century Secret Rare;0;;;
BROL-EN087;Brothers of Legend;Secret Rare;0;;;
DUOV-EN053;Duel Overload;Ultra Rare;6.39;;;
LED2-EN004;Legendary Duelists: Ancient Millennium;Ultra Rare;4.31;;;
LDS1-EN049;Legendary Duelists: Season 1;Ultra Rare;0;;;
SOVR-EN017;Stardust Overdrive;Common;0;;;
DR2-EN045;Dark Revelation Volume 2;Super Rare;0;;;
IOC-045;Invasion of Chaos;Super Rare;5.06;;;
IOC-EN045;Invasion of Chaos;Super Rare;0;;;
SD3-EN023;Structure Deck: Blaze of Destruction;Common;0;;;
SD1-EN019;Structure Deck: Dragon's Roar;Common;1.32;;;
SD4-EN022;Structure Deck: Fury from the Deep;Common;1.28;;;
SD8-EN023;Structure Deck: Lord of the Storm;Common;1.43;;;
SD6-EN025;Structure Deck: Spellcaster's Judgment;Common;1.51;;;
SD5-EN029;Structure Deck: Warrior's Triumph;Common;1.38;;;
SD2-EN023;Structure Deck: Zombie Madness;Common;1.69;;;
MP18-EN149;2018 Mega-Tin Mega Pack;Common;0;;;
CIBR-EN069;Circuit Break;Common;0;;;
DP08-EN024;Duelist Pack: Yusei;Common;0;;;
TDGS-EN066;The Duelist Genesis;Common;0;;;
DR1-EN156;Dark Revelation Volume 1;Common;0;;;
MFC-101;Magician's Force;Common;2.62;;;
PGL3-EN091;Premium Gold: Infinite Gold;Gold Rare;0;;;
LOB-060;Legend of Blue Eyes White Dragon;Common;1.43;;;
LOB-E048;Legend of Blue Eyes White Dragon;Common;5.04;;;
LOB-EN060;Legend of Blue Eyes White Dragon;Common;0.00;;;
SDJ-034;Starter Deck: Joey;Common;1.79;;;
SDK-048;Starter Deck: Kaiba;Common;2.33;;;
SDK-E044;Starter Deck: Kaiba;Common;1.86;;;
SDP-034;Starter Deck: Pegasus;Common;2.08;;;
SDY-048;Starter Deck: Yugi;Common;1.95;;;
SDY-E044;Starter Deck: Yugi;Common;2.71;;;
SYE-033;Starter Deck: Yugi Evolution;Common;1.96;;;
CYHO-EN072;Cybernetic Horizon;Rare;0;;;
SDGU-EN005;Gates of the Underworld Structure Deck;Common;1.11;;;
5DS1-EN008;Starter Deck: Yu-Gi-Oh! 5D's;Common;0;;;
SR13-EN017;Structure Deck: Dark World;Common;0;;;
TAEV-EN003;Tactical Evolution;Common;0;;;
BLTR-EN010;Battles of Legend: Terminal Revenge;Quarter Century Secret Rare;0;;;
ALIN-EN087;Alliance Insight;Super Rare;0;;;
MP19-EN110;2019 Gold Sarcophagus Tin Mega Pack;Ultra Rare;0;;;
CYHO-EN048;Cybernetic Horizon;Rare;0;;;
OP09-EN007;OTS Tournament Pack 9;Super Rare;0;;;
OP09-PT007;OTS Tournament Pack 9 (POR);Super Rare;0.00;;;
GFP2-EN034;Ghosts From the Past: The 2nd Haunting;Ultra Rare;1.32;;;
BODE-EN020;Burst of Destiny;Common;0.94;;;
DUOV-EN016;Duel Overload;Ultra Rare;1.25;;;
ABPF-EN016;Absolute Powerforce;Common;0;;;
BP03-EN067;Battle Pack 3: Monster League;Common;0;;;
SOVR-EN020;Stardust Overdrive;Common;0;;;
OP16-EN020;OTS Tournament Pack 16;Common;0;;;
OP16-PT020;OTS Tournament Pack 16 (POR);Common;0;;;
SOVR-EN042;Stardust Overdrive;Super Rare;0;;;
GFP2-EN116;Ghosts From the Past: The 2nd Haunting;Ultra Rare;0.97;;;
RIRA-EN025;Rising Rampage;Common;0;;;
SOVR-EN021;Stardust Overdrive;Common;0;;;
BODE-EN043;Burst of Destiny;Super Rare;0;;;
ABPF-EN017;Absolute Powerforce;Common;0;;;
BODE-EN019;Burst of Destiny;Common;1.01;;;
OP17-PT028;OTS Tournament Pack 17 (POR);Common;0;;;
SOVR-EN088;Stardust Overdrive;Rare;0;;;
ABPF-EN047;Absolute Powerforce;Common;0;;;
BP02-EN156;Battle Pack 2: War of the Giants;Common;0;;;
BP03-EN166;Battle Pack 3: Monster League;Common;0;;;
BODE-EN060;Burst of Destiny;Super Rare;0;;;
BODE-EN061;Burst of Destiny;Common;0.9;;;
SOVR-EN022;Stardust Overdrive;Common;0;;;
ABPF-EN015;Absolute Powerforce;Common;0;;;
GFP2-EN155;Ghosts From the Past: The 2nd Haunting;Ultra Rare;0.93;;;
OP17-PT027;OTS Tournament Pack 17 (POR);Common;0;;;
SOVR-EN050;Stardust Overdrive;Common;0;;;
ABPF-EN018;Absolute Powerforce;Rare;0;;;
SOVR-EN023;Stardust Overdrive;Common;0;;;
RA02-EN001;25th Anniversary Rarity Collection II;Collector's Rare;0;;;
CP05-EN015;Champion Pack: Game Five;Common;11.49;;;
DR3-EN153;Dark Revelation Volume 3;Common;9.78;;;
DUSA-EN072;Duelist Saga;Ultra Rare;15.35;;;
FET-EN033;Flaming Eternity;Common;6.54;;;
MGED-EN006;Maximum Gold: El Dorado;Premium Gold Rare;5.56;;;
TU01-EN008;Turbo Pack: Booster One;Rare;9.7;;;
TU03-EN002;Turbo Pack: Booster Three;Super Rare;67.77;;;
MP18-EN054;2018 Mega-Tin Mega Pack;Secret Rare;0;;;
COTD-EN029;Code of the Duelist;Secret Rare;0;;;
LEHD-ENC08;Legendary Hero Decks;Common;1.28;;;
PEVO-EN028;Pendulum Evolution;Super Rare;0;;;
NECH-EN039;The New Challengers;Super Rare;0;;;
NECH-ENS07;The New Challengers: Super Edition;Super Rare;2.32;;;
ROTA-EN097;Rage of the Abyss;Super Rare;0;;;
RIRA-EN001;Rising Rampage;Common;0;;;
RA02-EN008;25th Anniversary Rarity Collection II;Collector's Rare;0;;;
CT09-EN015;Collectible Tins 2012 Wave 2;Super Rare;3.33;;;
SR04-EN020;Dinosmasher's Fury Structure Deck;Common;0;;;
KICO-EN034;King's Court;Collector's Rare;0;;;
PHSW-EN037;Photon Shockwave;Secret Rare;0;;;
STBL-EN006;Starstrike Blast;Common;0;;;
MP24-EN278;25th Anniversary Tin: Dueling Mirrors;Ultra Rare;0;;;
AMDE-EN002;Amazing Defenders;Rare;0;;;
MP24-EN280;25th Anniversary Tin: Dueling Mirrors;Ultra Rare;0;;;
AMDE-EN005;Amazing Defenders;Rare;0;;;
MP24-EN281;25th Anniversary Tin: Dueling Mirrors;Ultra Rare;0;;;
AMDE-EN006;Amazing Defenders;Super Rare;0;;;
MP24-EN282;25th Anniversary Tin: Dueling Mirrors;Ultra Rare;0;;;
AMDE-EN008;Amazing Defenders;Rare;0;;;
OP21-EN011;OTS Tournament Pack 21;Super Rare;0;;;
AMDE-EN004;Amazing Defenders;Collector's Rare;0;;;
MZMI-EN076;Maze of Millennia;Super Rare;0;;;
MP24-EN277;25th Anniversary Tin: Dueling Mirrors;Ultra Rare;0;;;
AMDE-EN001;Amazing Defenders;Super Rare;0;;;
MP24-EN279;25th Anniversary Tin: Dueling Mirrors;Ultra Rare;0;;;
AMDE-EN003;Amazing Defenders;Super Rare;0;;;
MP24-EN217;25th Anniversary Tin: Dueling Mirrors;Ultra Rare;0;;;
DUNE-EN022;Duelist Nexus;Common;0;;;
OP23-EN007;OTS Tournament Pack 23;Super Rare;0;;;
AMDE-EN007;Amazing Defenders;Collector's Rare;0;;;
MZMI-EN077;Maze of Millennia;Super Rare;0;;;
AMDE-EN009;Amazing Defenders;Ultra Rare;0;;;
MZMI-EN078;Maze of Millennia;Rare;0;;;
POTD-EN011;Power of the Duelist;Common;0;;;
SGX2-ENB12;Speed Duel GX: Midterm Paradox;Common;0;;;
YSDS-EN019;Starter Deck: Syrus Truesdale;Common;3.52;;;
SDSH-EN033;Structure Deck: Shaddoll Showdown;Super Rare;1.27;;;
DR3-EN213;Dark Revelation Volume 3;Ultra Rare;0;;;
TLM-EN033;The Lost Millennium;Ultimate Rare;0;;;
ANGU-EN015;Ancient Guardians;Rare;1.44;;;
GENF-EN061;Generation Force;Rare;0;;;
DUEA-EN039;Duelist Alliance;Common;0;;;
OP17-EN007;OTS Tournament Pack 17;Super Rare;0;;;
OP17-PT007;OTS Tournament Pack 17 (POR);Super Rare;0;;;
SBC1-END07;Speed Duel: Streets of Battle City;Common;0;;;
SDBT-EN012;Structure Deck: Beware of Traptrix;Common;0;;;
EXVC-EN048;Extreme Victory;Common;1.8;;;
LC5D-EN079;Legendary Collection 5D's Mega Pack;Common;2.08;;;
DPDG-EN029;Duelist Pack: Dimensional Guardians;Rare;0;;;
EXVC-EN047;Extreme Victory;Rare;0;;;
GFTP-EN115;Ghosts From the Past;Ultra Rare;1.55;;;
HSRD-EN025;High-Speed Riders;Common;0;;;
LC5D-EN078;Legendary Collection 5D's Mega Pack;Common;1.58;;;
SDCK-EN028;Structure Deck: The Crimson King;Common;0;;;
MP21-EN077;2021 Tin of Ancient Battles;Common;1.02;;;
ETCO-EN062;Eternity Code;Common;0;;;
SDCK-EN029;Structure Deck: The Crimson King;Common;0;;;
GFTP-EN114;Ghosts From the Past;Ultra Rare;1.15;;;
LC5D-EN075;Legendary Collection 5D's Mega Pack;Common;1.3;;;
STOR-EN056;Storm of Ragnarok;Common;0;;;
SDCK-EN027;Structure Deck: The Crimson King;Common;0;;;
DB1-EN085;Dark Beginning 1;Common;0;;;
PSV-032;Pharaoh's Servant;Common;1.08;;;
PSV-E032;Pharaoh's Servant;Common;3.25;;;
PSV-EN032;Pharaoh's Servant;Common;0;;;
MP19-EN040;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
FLOD-EN061;Flames of Destruction;Common;0;;;
MP19-EN100;2019 Gold Sarcophagus Tin Mega Pack;Common;0;;;
CYHO-EN037;Cybernetic Horizon;Common;0;;;
DB2-EN108;Dark Beginning 2;Common;0;;;
DL5-EN001;Duelist League Series 5 participation card;Super Rare;2.57;;;
TP6-EN005;Tournament Pack 6;Super Rare;0;;;
BROL-EN092;Brothers of Legend;Ultra Rare;0.91;;;
IGAS-EN074;Ignition Assault;Common;0;;;
NUMH-EN053;Number Hunters;Super Rare;1.56;;;
MP21-EN160;2021 Tin of Ancient Battles;Common;0.93;;;
ROTD-EN088;Rise of the Duelist;Super Rare;0;;;
MP16-EN076;2016 Mega-Tin Mega Pack;Common;0;;;
CORE-EN045;Clash of Rebellions;Short Print;0;;;
GFP2-EN108;Ghosts From the Past: The 2nd Haunting;Ultra Rare;1.37;;;
OP04-EN007;OTS Tournament Pack 4;Super Rare;0;;;
SDBT-EN011;Structure Deck: Beware of Traptrix;Common;0;;;
ABYR-EN080;Abyss Rising;Secret Rare;0;;;
GAOV-EN075;Galactic Overlord;Common;1.4;;;
CP04-EN009;Champion Pack: Game Four;Rare;0;;;
DPKB-EN038;Duelist Pack: Kaiba;Super Rare;0;;;
EP1-EN008;Exclusive Pack;Common;0;;;
SDLS-EN034;Lost Sanctuary Structure Deck;Common;2.09;;;
RA03-EN140;Quarter Century Bonanza;Platinum Secret Rare;0;;;
SDDE-EN030;The Dark Emperor Structure Deck;Common;3.56;;;
DB1-EN224;Dark Beginning 1;Common;0;;;
LON-021;Labyrinth of Nightmare;Rare;2.46;;;
LON-E021;Labyrinth of Nightmare;Rare;4.94;;;
LON-EN021;Labyrinth of Nightmare;Rare;6.39;;;
LCKC-EN074;Legendary Collection Kaiba Mega Pack;Secret Rare;0;;;
RA03-EN060;Quarter Century Bonanza;Collector's Rare;0;;;
SR02-EN025;Rise of the True Dragons Structure Deck;Super Rare;0;;;
SDRR-EN030;Structure Deck: Rokket Revolt;Common;0;;;
MP14-EN173;2014 Mega-Tin Mega Pack;Ultra Rare;0;;;
SR01-EN026;Emperor of Darkness Structure Deck;Common;0;;;
SHSP-EN067;Shadow Specters;Ultra Rare;0;;;
CORE-EN072;Clash of Rebellions;Common;0;;;
CROS-ENAE4;Crossed Souls: Advance Edition;Super Rare;2.62;;;
LDK2-ENJ34;Legendary Decks II;Ultra Rare;1.8;;;
LDS1-EN020;Legendary Duelists: Season 1;Common;0;;;
GLD2-EN049;Gold Series 2009;Common;0;;;
LCGX-EN262;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;1.15;;;
SDWA-EN034;Samurai Warlords Structure Deck;Common;1.13;;;
SPWA-EN052;Spirit Warriors;Super Rare;1.38;;;
STON-EN051;Strike of Neos;Common;0;;;
SR07-EN034;Structure Deck: Zombie Horde;Common;1.4;;;
DP04-EN028;Duelist Pack: Zane Truesdale;Super Rare;4.27;;;
LCJW-EN201;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
PP01-EN006;Premium Pack (TCG);Secret Rare;1.93;;;
AGOV-EN087;Age of Overlord;Common;0;;;
RA03-EN028;Quarter Century Bonanza;Collector's Rare;0;;;
SDFC-EN002;Structure Deck: Freezing Chains;Ultra Rare;2.84;;;
BLMM-EN039;Battles of Legend: Monster Mayhem;New;0;;;
